Intern_ID,Name,Age,Gender,Education_Level,Location,Department,Duration,Stipend,Mentor_Assigned,Mentor_Meetings,Tasks_Completed,Attendance_%,Status
INT0491,Intern_491,27,Female,Undergraduate,Islamabad,Legal,3 Months,Paid,No,0,26,75.2,Completed
INT0492,Intern_492,25,Female,PhD,Multan,Finance,6 Months,Unpaid,No,0,49,81.7,Completed
INT0493,Intern_493,26,Female,PhD,Quetta,Data Science,2 Months,Unpaid,Yes,14,26,50.0,Completed
INT0494,Intern_494,22,Male,Graduate,Karachi,IT,3 Months,Unpaid,Yes,6,21,51.1,Completed
INT0495,Intern_495,21,Male,Graduate,Multan,Engineering,2 Months,Paid,Yes,8,24,94.5,Completed
INT0496,Intern_496,20,Female,Undergraduate,Faisalabad,HR,2 Months,Paid,No,0,47,66.2,Completed
INT0497,Intern_497,28,Male,PhD,Quetta,Operations,2 Months,Paid,No,0,25,53.9,Dropped
INT0498,Intern_498,28,Female,Graduate,Lahore,IT,3 Months,Paid,No,0,1,81.7,Completed
INT0499,Intern_499,27,Male,Graduate,Islamabad,Design,1 Month,Unpaid,No,0,45,61.0,Enrolled
INT0500,Intern_500,25,Male,Undergraduate,Faisalabad,IT,6 Months,Unpaid,No,0,10,56.6,Enrolled
INT0501,Intern_501,27,Female,Graduate,Lahore,Marketing,6 Months,Unpaid,Yes,13,50,84.9,Completed
INT0502,Intern_502,22,Female,Graduate,Peshawar,Finance,6 Months,Paid,Yes,2,18,88.8,Completed
INT0503,Intern_503,22,Female,Graduate,Multan,Data Science,1 Month,Unpaid,Yes,10,23,79.7,Completed
INT0504,Intern_504,26,Female,PhD,Bahawalpur,IT,3 Months,Paid,Yes,1,15,60.0,Dropped
INT0505,Intern_505,28,Male,PhD,Karachi,Data Science,2 Months,Paid,Yes,4,19,50.7,Dropped
INT0506,Intern_506,27,Female,Undergraduate,Multan,Marketing,3 Months,Paid,No,0,14,60.2,Completed
INT0507,Intern_507,28,Male,PhD,Karachi,Sales,3 Months,Unpaid,No,0,43,76.3,Enrolled
INT0508,Intern_508,26,Female,Undergraduate,Quetta,Engineering,2 Months,Paid,Yes,20,1,53.3,Dropped
INT0509,Intern_509,25,Male,Graduate,Faisalabad,Engineering,3 Months,Paid,Yes,16,46,55.0,Dropped
INT0510,Intern_510,19,Male,Undergraduate,Bahawalpur,Data Science,6 Months,Paid,Yes,7,34,65.2,Completed
INT0511,Intern_511,23,Male,Graduate,Multan,Operations,6 Months,Unpaid,Yes,7,33,63.8,Completed
INT0512,Intern_512,21,Male,PhD,Quetta,IT,3 Months,Paid,No,0,22,94.9,Completed
INT0513,Intern_513,25,Male,Graduate,Peshawar,Finance,1 Month,Paid,No,0,20,95.5,Enrolled
INT0514,Intern_514,21,Male,PhD,Islamabad,Data Science,6 Months,Paid,Yes,9,45,85.3,Completed
INT0515,Intern_515,20,Male,PhD,Islamabad,Sales,2 Months,Unpaid,No,0,36,76.6,Completed
INT0516,Intern_516,25,Male,PhD,Karachi,Marketing,2 Months,Unpaid,No,0,27,65.2,Completed
INT0517,Intern_517,28,Male,Undergraduate,Islamabad,Engineering,2 Months,Paid,Yes,19,18,80.3,Completed
INT0518,Intern_518,20,Male,PhD,Karachi,Legal,2 Months,Unpaid,Yes,15,9,75.1,Dropped
INT0519,Intern_519,21,Male,Graduate,Bahawalpur,Legal,6 Months,Unpaid,No,0,11,59.7,Enrolled
INT0520,Intern_520,22,Female,Graduate,Peshawar,IT,6 Months,Paid,Yes,2,12,96.4,Completed
INT0521,Intern_521,19,Female,Undergraduate,Faisalabad,Operations,6 Months,Unpaid,No,0,39,86.8,Completed
INT0522,Intern_522,26,Male,PhD,Lahore,Design,3 Months,Unpaid,No,0,3,93.9,Completed
INT0523,Intern_523,23,Female,PhD,Karachi,HR,6 Months,Paid,Yes,14,26,94.2,Enrolled
INT0524,Intern_524,26,Female,Graduate,Karachi,Engineering,6 Months,Paid,Yes,20,29,54.5,Dropped
INT0525,Intern_525,26,Male,Graduate,Faisalabad,Sales,1 Month,Unpaid,Yes,0,12,72.7,Dropped
INT0526,Intern_526,20,Female,Graduate,Islamabad,HR,6 Months,Paid,Yes,3,46,72.5,Completed
INT0527,Intern_527,21,Male,Graduate,Faisalabad,Data Science,1 Month,Paid,No,0,22,78.3,Completed
INT0528,Intern_528,23,Male,PhD,Karachi,Finance,2 Months,Unpaid,Yes,9,47,88.4,Completed
INT0529,Intern_529,28,Male,Undergraduate,Peshawar,Operations,3 Months,Paid,Yes,8,1,72.9,Completed
INT0530,Intern_530,25,Male,Undergraduate,Bahawalpur,Operations,1 Month,Unpaid,No,0,29,54.0,Enrolled
INT0531,Intern_531,21,Female,PhD,Peshawar,Legal,1 Month,Paid,Yes,4,4,82.7,Dropped
INT0532,Intern_532,20,Female,Graduate,Lahore,IT,2 Months,Paid,Yes,13,12,58.1,Enrolled
INT0533,Intern_533,24,Female,Undergraduate,Lahore,Engineering,2 Months,Unpaid,No,0,24,94.9,Enrolled
INT0534,Intern_534,23,Female,Graduate,Islamabad,Marketing,6 Months,Paid,Yes,10,34,70.7,Completed
INT0535,Intern_535,28,Male,PhD,Lahore,HR,2 Months,Unpaid,Yes,9,28,80.4,Dropped
INT0536,Intern_536,26,Male,PhD,Bahawalpur,Data Science,3 Months,Unpaid,No,0,12,94.2,Enrolled
INT0537,Intern_537,20,Male,Undergraduate,Karachi,HR,3 Months,Unpaid,Yes,6,40,99.9,Dropped
INT0538,Intern_538,22,Female,PhD,Peshawar,Design,1 Month,Paid,No,0,45,64.1,Completed
INT0539,Intern_539,24,Female,Undergraduate,Lahore,Marketing,3 Months,Unpaid,No,0,26,86.2,Completed
INT0540,Intern_540,26,Male,Graduate,Multan,Legal,1 Month,Unpaid,Yes,1,42,56.8,Completed
INT0541,Intern_541,28,Female,Graduate,Karachi,Finance,6 Months,Unpaid,No,0,47,83.9,Enrolled
INT0542,Intern_542,23,Female,Graduate,Lahore,Sales,1 Month,Paid,Yes,0,22,99.2,Completed
INT0543,Intern_543,24,Male,PhD,Lahore,Sales,2 Months,Unpaid,No,0,46,51.6,Completed
INT0544,Intern_544,22,Male,Graduate,Bahawalpur,Design,1 Month,Unpaid,No,0,34,65.1,Dropped
INT0545,Intern_545,26,Male,Undergraduate,Bahawalpur,Marketing,3 Months,Paid,Yes,16,10,59.5,Completed
INT0546,Intern_546,19,Male,Undergraduate,Islamabad,Operations,3 Months,Paid,No,0,30,69.4,Completed
INT0547,Intern_547,26,Female,Undergraduate,Lahore,Sales,1 Month,Unpaid,Yes,1,7,76.0,Completed
INT0548,Intern_548,23,Male,Graduate,Peshawar,Engineering,1 Month,Paid,No,0,18,76.6,Dropped
INT0549,Intern_549,19,Male,Undergraduate,Quetta,Operations,1 Month,Paid,No,0,40,78.0,Dropped
INT0550,Intern_550,28,Female,Graduate,Islamabad,Marketing,2 Months,Unpaid,No,0,16,58.6,Dropped
INT0551,Intern_551,19,Male,Undergraduate,Karachi,Engineering,3 Months,Unpaid,No,0,7,69.2,Dropped
INT0552,Intern_552,23,Male,PhD,Bahawalpur,Marketing,6 Months,Unpaid,No,0,22,90.9,Dropped
INT0553,Intern_553,26,Male,Undergraduate,Bahawalpur,Sales,1 Month,Paid,No,0,20,84.2,Completed
INT0554,Intern_554,25,Male,Undergraduate,Quetta,Operations,6 Months,Unpaid,Yes,5,45,95.9,Completed
INT0555,Intern_555,20,Female,Undergraduate,Lahore,Data Science,3 Months,Unpaid,No,0,23,73.9,Enrolled
INT0556,Intern_556,20,Male,PhD,Lahore,Finance,3 Months,Unpaid,No,0,21,77.8,Completed
INT0557,Intern_557,28,Female,PhD,Faisalabad,Marketing,3 Months,Paid,No,0,16,77.4,Completed
INT0558,Intern_558,28,Female,Undergraduate,Faisalabad,Operations,6 Months,Unpaid,Yes,10,35,84.7,Completed
INT0559,Intern_559,27,Male,PhD,Bahawalpur,Finance,1 Month,Unpaid,No,0,7,91.1,Dropped
INT0560,Intern_560,24,Male,PhD,Lahore,Finance,3 Months,Unpaid,No,0,32,82.2,Completed
INT0561,Intern_561,21,Male,PhD,Karachi,IT,1 Month,Paid,Yes,14,35,64.6,Dropped
INT0562,Intern_562,28,Male,PhD,Multan,Legal,6 Months,Unpaid,Yes,9,28,85.9,Completed
INT0563,Intern_563,24,Female,Undergraduate,Quetta,Data Science,1 Month,Paid,Yes,17,4,50.0,Completed
INT0564,Intern_564,28,Female,Undergraduate,Peshawar,Sales,3 Months,Unpaid,Yes,12,41,65.9,Completed
INT0565,Intern_565,26,Female,PhD,Peshawar,Design,6 Months,Paid,No,0,9,59.4,Completed
INT0566,Intern_566,19,Male,Graduate,Islamabad,Design,3 Months,Paid,No,0,5,82.4,Completed
INT0567,Intern_567,26,Male,Undergraduate,Islamabad,Finance,6 Months,Unpaid,No,0,45,80.2,Completed
INT0568,Intern_568,24,Female,PhD,Bahawalpur,Design,2 Months,Unpaid,No,0,15,59.3,Dropped
INT0569,Intern_569,27,Male,PhD,Quetta,Legal,1 Month,Unpaid,No,0,37,68.3,Enrolled
INT0570,Intern_570,21,Male,PhD,Bahawalpur,IT,6 Months,Paid,No,0,47,86.6,Completed
INT0571,Intern_571,27,Male,Undergraduate,Bahawalpur,Engineering,6 Months,Paid,Yes,18,20,80.7,Completed
INT0572,Intern_572,25,Female,PhD,Bahawalpur,Data Science,1 Month,Unpaid,No,0,23,98.0,Dropped
INT0573,Intern_573,19,Male,PhD,Quetta,Engineering,3 Months,Unpaid,Yes,20,31,78.9,Completed
INT0574,Intern_574,21,Male,Graduate,Bahawalpur,Legal,1 Month,Paid,No,0,33,53.8,Dropped
INT0575,Intern_575,20,Female,Graduate,Quetta,Engineering,3 Months,Paid,Yes,19,12,95.5,Completed
INT0576,Intern_576,21,Male,Graduate,Peshawar,Finance,6 Months,Unpaid,No,0,34,93.1,Enrolled
INT0577,Intern_577,22,Male,Graduate,Faisalabad,Data Science,1 Month,Unpaid,Yes,14,47,81.9,Completed
INT0578,Intern_578,26,Female,Undergraduate,Karachi,HR,3 Months,Paid,Yes,12,31,65.1,Dropped
INT0579,Intern_579,27,Female,Graduate,Quetta,Sales,2 Months,Paid,No,0,28,50.6,Completed
INT0580,Intern_580,28,Male,Undergraduate,Multan,Operations,6 Months,Unpaid,No,0,42,92.9,Completed
INT0581,Intern_581,22,Male,Graduate,Faisalabad,Data Science,3 Months,Unpaid,No,0,47,83.6,Completed
INT0582,Intern_582,20,Female,PhD,Karachi,HR,3 Months,Paid,Yes,0,27,54.9,Enrolled
INT0583,Intern_583,22,Male,PhD,Quetta,Marketing,6 Months,Unpaid,No,0,3,51.2,Dropped
INT0584,Intern_584,28,Male,PhD,Lahore,Marketing,1 Month,Paid,Yes,4,25,82.8,Completed
INT0585,Intern_585,20,Male,Graduate,Quetta,Legal,2 Months,Unpaid,Yes,20,30,96.1,Completed
INT0586,Intern_586,19,Female,Undergraduate,Lahore,Engineering,6 Months,Unpaid,No,0,25,69.4,Completed
INT0587,Intern_587,22,Male,Graduate,Lahore,IT,3 Months,Unpaid,No,0,40,69.6,Completed
INT0588,Intern_588,23,Female,Undergraduate,Lahore,Operations,1 Month,Unpaid,Yes,3,3,53.6,Completed
INT0589,Intern_589,19,Male,Graduate,Islamabad,Legal,3 Months,Paid,No,0,43,69.5,Completed
INT0590,Intern_590,25,Male,PhD,Bahawalpur,Finance,3 Months,Unpaid,No,0,26,92.2,Completed
INT0591,Intern_591,28,Female,PhD,Bahawalpur,Marketing,2 Months,Paid,Yes,17,23,66.7,Completed
INT0592,Intern_592,26,Male,Graduate,Multan,Engineering,6 Months,Paid,Yes,9,42,60.2,Completed
INT0593,Intern_593,24,Male,Graduate,Faisalabad,Sales,1 Month,Paid,No,0,32,54.2,Completed
INT0594,Intern_594,26,Male,Undergraduate,Karachi,Operations,2 Months,Paid,Yes,12,5,89.6,Completed
INT0595,Intern_595,24,Male,Undergraduate,Multan,Engineering,6 Months,Paid,No,0,47,52.1,Enrolled
INT0596,Intern_596,19,Male,PhD,Peshawar,Marketing,2 Months,Paid,No,0,48,57.1,Completed
INT0597,Intern_597,21,Male,PhD,Islamabad,IT,6 Months,Paid,Yes,20,4,95.2,Completed
INT0598,Intern_598,28,Male,Undergraduate,Lahore,Marketing,6 Months,Unpaid,Yes,19,15,53.2,Completed
INT0599,Intern_599,24,Female,Graduate,Lahore,HR,6 Months,Paid,No,0,14,88.2,Completed
INT0600,Intern_600,25,Male,Undergraduate,Quetta,Legal,2 Months,Paid,No,0,11,84.8,Completed
INT0601,Intern_601,20,Male,PhD,Karachi,Sales,2 Months,Paid,No,0,41,80.6,Completed
INT0602,Intern_602,20,Male,Undergraduate,Karachi,Finance,1 Month,Paid,No,0,46,82.6,Completed
INT0603,Intern_603,27,Male,Undergraduate,Islamabad,Engineering,6 Months,Unpaid,No,0,29,70.6,Completed
INT0604,Intern_604,24,Female,PhD,Lahore,Finance,1 Month,Unpaid,Yes,13,1,77.9,Completed
INT0605,Intern_605,22,Female,PhD,Peshawar,HR,1 Month,Unpaid,Yes,8,4,59.7,Completed
INT0606,Intern_606,24,Male,Undergraduate,Karachi,Finance,6 Months,Paid,No,0,19,60.5,Completed
INT0607,Intern_607,21,Male,Undergraduate,Karachi,Engineering,3 Months,Paid,No,0,2,74.3,Completed
INT0608,Intern_608,22,Female,PhD,Multan,Marketing,1 Month,Unpaid,Yes,10,15,88.9,Completed
INT0609,Intern_609,25,Male,PhD,Faisalabad,Data Science,2 Months,Paid,Yes,7,5,73.5,Completed
INT0610,Intern_610,25,Male,Undergraduate,Bahawalpur,Operations,1 Month,Paid,No,0,24,56.8,Dropped
INT0611,Intern_611,28,Male,Graduate,Islamabad,HR,3 Months,Paid,No,0,4,64.0,Completed
INT0612,Intern_612,23,Female,Undergraduate,Multan,Marketing,6 Months,Paid,No,0,39,57.8,Dropped
INT0613,Intern_613,28,Male,Graduate,Bahawalpur,Legal,2 Months,Paid,Yes,15,30,64.0,Completed
INT0614,Intern_614,28,Female,Graduate,Peshawar,Design,2 Months,Paid,Yes,0,27,99.0,Completed
INT0615,Intern_615,20,Female,PhD,Faisalabad,IT,6 Months,Unpaid,Yes,14,32,62.0,Dropped
INT0616,Intern_616,22,Male,Undergraduate,Multan,Sales,1 Month,Unpaid,No,0,42,99.9,Enrolled
INT0617,Intern_617,26,Male,PhD,Bahawalpur,IT,6 Months,Paid,No,0,30,88.6,Completed
INT0618,Intern_618,25,Female,PhD,Karachi,Design,2 Months,Paid,No,0,45,66.6,Completed
INT0619,Intern_619,28,Female,PhD,Peshawar,IT,3 Months,Paid,No,0,22,86.8,Dropped
INT0620,Intern_620,28,Male,Graduate,Multan,IT,3 Months,Unpaid,Yes,1,24,68.3,Dropped
INT0621,Intern_621,26,Male,Graduate,Peshawar,Sales,1 Month,Paid,Yes,18,45,60.5,Completed
INT0622,Intern_622,19,Female,PhD,Faisalabad,HR,3 Months,Unpaid,No,0,5,68.6,Completed
INT0623,Intern_623,28,Female,PhD,Quetta,Operations,6 Months,Unpaid,Yes,11,44,97.3,Completed
INT0624,Intern_624,23,Male,Undergraduate,Faisalabad,Marketing,2 Months,Paid,No,0,5,55.5,Completed
INT0625,Intern_625,23,Female,Undergraduate,Peshawar,Engineering,1 Month,Paid,Yes,13,44,77.1,Completed
INT0626,Intern_626,22,Female,Graduate,Karachi,Finance,6 Months,Unpaid,No,0,5,51.1,Completed
INT0627,Intern_627,28,Female,PhD,Multan,HR,3 Months,Unpaid,No,0,43,84.8,Completed
INT0628,Intern_628,21,Female,PhD,Islamabad,Sales,6 Months,Unpaid,No,0,17,61.3,Dropped
INT0629,Intern_629,21,Male,Graduate,Quetta,Data Science,3 Months,Unpaid,Yes,19,11,85.6,Completed
INT0630,Intern_630,19,Male,Undergraduate,Peshawar,Engineering,2 Months,Paid,Yes,10,37,56.3,Completed
INT0631,Intern_631,24,Male,PhD,Karachi,Engineering,3 Months,Unpaid,Yes,4,24,72.4,Dropped
INT0632,Intern_632,26,Male,Graduate,Bahawalpur,Finance,3 Months,Paid,Yes,10,10,50.2,Dropped
INT0633,Intern_633,24,Female,Graduate,Islamabad,Sales,3 Months,Unpaid,No,0,45,55.6,Completed
INT0634,Intern_634,28,Male,Graduate,Karachi,Operations,1 Month,Unpaid,Yes,7,29,67.9,Completed
INT0635,Intern_635,20,Male,Graduate,Peshawar,Data Science,1 Month,Paid,Yes,17,29,83.9,Completed
INT0636,Intern_636,25,Female,Graduate,Karachi,Marketing,6 Months,Unpaid,Yes,4,46,92.7,Completed
INT0637,Intern_637,23,Male,Graduate,Multan,Data Science,6 Months,Unpaid,No,0,29,93.7,Completed
INT0638,Intern_638,25,Female,Graduate,Quetta,Marketing,2 Months,Paid,No,0,47,94.8,Completed
INT0639,Intern_639,20,Male,Graduate,Bahawalpur,Finance,1 Month,Unpaid,Yes,18,49,68.8,Completed
INT0640,Intern_640,22,Female,Undergraduate,Bahawalpur,IT,6 Months,Paid,No,0,12,91.6,Completed
INT0641,Intern_641,27,Female,PhD,Quetta,Engineering,6 Months,Unpaid,Yes,14,15,51.3,Completed
INT0642,Intern_642,23,Female,PhD,Bahawalpur,IT,2 Months,Paid,No,0,27,59.0,Completed
INT0643,Intern_643,28,Female,Graduate,Lahore,HR,1 Month,Unpaid,Yes,15,37,71.8,Completed
INT0644,Intern_644,21,Female,PhD,Karachi,Engineering,6 Months,Unpaid,Yes,18,4,57.3,Completed
INT0645,Intern_645,25,Male,Undergraduate,Quetta,Operations,2 Months,Unpaid,No,0,41,95.6,Completed
INT0646,Intern_646,21,Female,PhD,Lahore,Data Science,1 Month,Paid,No,0,49,54.7,Enrolled
INT0647,Intern_647,27,Female,Graduate,Multan,Finance,3 Months,Paid,No,0,38,67.6,Completed
INT0648,Intern_648,24,Female,Graduate,Bahawalpur,Finance,1 Month,Unpaid,Yes,5,7,60.9,Dropped
INT0649,Intern_649,20,Male,Graduate,Bahawalpur,Sales,2 Months,Paid,Yes,4,2,74.0,Dropped
INT0650,Intern_650,23,Female,PhD,Multan,Engineering,3 Months,Paid,Yes,0,48,90.7,Completed
INT0651,Intern_651,21,Male,Graduate,Islamabad,HR,2 Months,Paid,Yes,2,28,84.5,Completed
INT0652,Intern_652,20,Female,Graduate,Karachi,Marketing,1 Month,Paid,Yes,1,43,75.7,Completed
INT0653,Intern_653,19,Female,Undergraduate,Lahore,IT,6 Months,Unpaid,Yes,3,8,96.0,Completed
INT0654,Intern_654,23,Female,Undergraduate,Lahore,HR,2 Months,Paid,Yes,18,23,67.6,Dropped
INT0655,Intern_655,22,Male,PhD,Karachi,Sales,2 Months,Paid,Yes,9,11,95.1,Completed
INT0656,Intern_656,28,Male,PhD,Bahawalpur,Sales,1 Month,Unpaid,Yes,5,29,83.7,Completed
INT0657,Intern_657,25,Female,Graduate,Peshawar,Marketing,2 Months,Paid,No,0,8,88.1,Completed
INT0658,Intern_658,24,Male,PhD,Islamabad,Data Science,1 Month,Unpaid,No,0,46,64.4,Completed
INT0659,Intern_659,26,Female,Undergraduate,Faisalabad,IT,1 Month,Unpaid,No,0,39,86.8,Dropped
INT0660,Intern_660,26,Female,Graduate,Peshawar,Operations,2 Months,Paid,No,0,44,68.4,Completed
INT0661,Intern_661,21,Female,Graduate,Lahore,IT,6 Months,Paid,Yes,12,26,84.8,Completed
INT0662,Intern_662,28,Female,Undergraduate,Multan,Marketing,2 Months,Paid,Yes,12,8,61.6,Enrolled
INT0663,Intern_663,26,Female,PhD,Faisalabad,Design,6 Months,Unpaid,No,0,43,80.2,Completed
INT0664,Intern_664,23,Male,Graduate,Lahore,Design,6 Months,Paid,No,0,32,74.9,Completed
INT0665,Intern_665,21,Male,Undergraduate,Bahawalpur,Finance,1 Month,Paid,Yes,12,39,84.0,Completed
INT0666,Intern_666,22,Male,PhD,Bahawalpur,Finance,3 Months,Unpaid,Yes,9,43,74.9,Completed
INT0667,Intern_667,25,Male,Undergraduate,Faisalabad,Sales,3 Months,Paid,No,0,29,65.7,Completed
INT0668,Intern_668,21,Male,Undergraduate,Islamabad,Design,6 Months,Unpaid,No,0,32,71.5,Completed
INT0669,Intern_669,26,Male,PhD,Bahawalpur,Engineering,6 Months,Unpaid,No,0,36,92.7,Completed
INT0670,Intern_670,23,Female,Graduate,Faisalabad,Sales,1 Month,Unpaid,No,0,21,53.1,Completed
INT0671,Intern_671,25,Female,Graduate,Karachi,Legal,1 Month,Unpaid,Yes,3,28,67.3,Completed
INT0672,Intern_672,22,Male,PhD,Peshawar,Data Science,6 Months,Paid,No,0,42,65.6,Enrolled
INT0673,Intern_673,27,Male,Graduate,Islamabad,Marketing,1 Month,Paid,No,0,21,51.9,Completed
INT0674,Intern_674,24,Male,PhD,Bahawalpur,Design,6 Months,Paid,No,0,25,78.5,Completed
INT0675,Intern_675,26,Male,PhD,Peshawar,Data Science,1 Month,Unpaid,No,0,33,90.6,Completed
INT0676,Intern_676,20,Female,Graduate,Peshawar,Data Science,2 Months,Unpaid,No,0,35,60.7,Enrolled
INT0677,Intern_677,28,Female,Undergraduate,Lahore,Engineering,1 Month,Paid,No,0,22,63.7,Completed
INT0678,Intern_678,27,Male,Graduate,Lahore,Legal,6 Months,Unpaid,No,0,20,71.6,Completed
INT0679,Intern_679,27,Female,Graduate,Quetta,Sales,3 Months,Unpaid,Yes,5,2,81.4,Enrolled
INT0680,Intern_680,27,Male,PhD,Bahawalpur,Sales,2 Months,Unpaid,No,0,40,92.6,Dropped
INT0681,Intern_681,21,Female,Graduate,Islamabad,Design,1 Month,Paid,Yes,9,28,70.5,Dropped
INT0682,Intern_682,28,Female,Graduate,Islamabad,Marketing,2 Months,Unpaid,No,0,16,70.3,Completed
INT0683,Intern_683,26,Male,Undergraduate,Quetta,Marketing,2 Months,Unpaid,Yes,17,28,71.1,Completed
INT0684,Intern_684,23,Female,Undergraduate,Karachi,IT,2 Months,Unpaid,Yes,17,12,82.2,Completed
INT0685,Intern_685,20,Male,Undergraduate,Multan,IT,6 Months,Unpaid,Yes,13,24,83.6,Dropped
INT0686,Intern_686,26,Male,Undergraduate,Lahore,Marketing,6 Months,Unpaid,Yes,2,16,80.0,Completed
INT0687,Intern_687,20,Male,Graduate,Peshawar,Data Science,3 Months,Paid,No,0,12,60.7,Completed
INT0688,Intern_688,27,Female,PhD,Karachi,Engineering,6 Months,Unpaid,No,0,24,85.0,Completed
INT0689,Intern_689,21,Female,PhD,Peshawar,Marketing,3 Months,Unpaid,No,0,24,73.8,Dropped
INT0690,Intern_690,23,Male,PhD,Karachi,Data Science,3 Months,Paid,Yes,17,25,65.5,Completed
INT0691,Intern_691,23,Female,Graduate,Karachi,Data Science,1 Month,Unpaid,Yes,9,6,96.8,Completed
INT0692,Intern_692,19,Male,Graduate,Multan,HR,3 Months,Unpaid,Yes,8,6,91.2,Completed
INT0693,Intern_693,21,Female,PhD,Faisalabad,Operations,6 Months,Paid,No,0,45,63.0,Completed
INT0694,Intern_694,21,Female,Graduate,Karachi,Marketing,3 Months,Paid,No,0,41,72.2,Completed
INT0695,Intern_695,28,Male,PhD,Quetta,Finance,1 Month,Unpaid,No,0,6,55.5,Completed
INT0696,Intern_696,23,Female,Graduate,Bahawalpur,HR,2 Months,Paid,No,0,12,84.4,Completed
INT0697,Intern_697,25,Male,Graduate,Multan,Data Science,3 Months,Paid,Yes,12,37,61.2,Completed
INT0698,Intern_698,19,Female,Undergraduate,Quetta,IT,2 Months,Paid,Yes,12,40,71.4,Completed
INT0699,Intern_699,27,Female,Undergraduate,Lahore,Engineering,2 Months,Paid,Yes,13,50,96.0,Completed
INT0700,Intern_700,23,Male,PhD,Peshawar,Operations,6 Months,Paid,Yes,9,48,74.7,Completed
INT0701,Intern_701,21,Male,Graduate,Peshawar,Finance,6 Months,Unpaid,Yes,13,10,51.4,Completed
INT0702,Intern_702,19,Male,Graduate,Bahawalpur,Engineering,2 Months,Paid,No,0,31,56.7,Completed
INT0703,Intern_703,20,Female,PhD,Faisalabad,Data Science,6 Months,Unpaid,Yes,3,36,52.9,Completed
INT0704,Intern_704,23,Female,PhD,Karachi,Data Science,2 Months,Paid,No,0,33,81.0,Completed
INT0705,Intern_705,23,Male,PhD,Karachi,Engineering,6 Months,Paid,No,0,11,75.2,Completed
INT0706,Intern_706,23,Male,Graduate,Faisalabad,Data Science,6 Months,Paid,Yes,3,21,52.2,Enrolled
INT0707,Intern_707,28,Female,Graduate,Quetta,Finance,6 Months,Unpaid,No,0,49,96.3,Completed
INT0708,Intern_708,27,Male,Graduate,Bahawalpur,Sales,3 Months,Paid,No,0,43,81.8,Completed
INT0709,Intern_709,19,Male,Undergraduate,Peshawar,Operations,1 Month,Paid,Yes,15,17,58.2,Completed
INT0710,Intern_710,27,Female,Undergraduate,Bahawalpur,Operations,6 Months,Unpaid,Yes,15,30,74.6,Completed
INT0711,Intern_711,21,Male,Undergraduate,Quetta,Finance,1 Month,Paid,No,0,48,75.4,Dropped
INT0712,Intern_712,26,Male,Graduate,Lahore,Engineering,2 Months,Paid,Yes,3,22,51.3,Completed
INT0713,Intern_713,20,Male,Graduate,Islamabad,Marketing,6 Months,Paid,No,0,30,91.5,Completed
INT0714,Intern_714,24,Male,Graduate,Karachi,Operations,6 Months,Unpaid,No,0,47,100.0,Completed
INT0715,Intern_715,19,Male,PhD,Quetta,Legal,2 Months,Unpaid,Yes,2,36,97.6,Completed
INT0716,Intern_716,20,Female,Undergraduate,Peshawar,Design,1 Month,Unpaid,No,0,2,92.6,Enrolled
INT0717,Intern_717,23,Female,PhD,Islamabad,Finance,6 Months,Paid,No,0,32,90.1,Dropped
INT0718,Intern_718,26,Male,Graduate,Peshawar,Engineering,2 Months,Unpaid,No,0,25,73.8,Enrolled
INT0719,Intern_719,25,Female,Graduate,Islamabad,Legal,6 Months,Unpaid,Yes,2,3,75.7,Completed
INT0720,Intern_720,26,Female,PhD,Lahore,Operations,2 Months,Unpaid,Yes,13,6,95.4,Dropped
INT0721,Intern_721,27,Male,PhD,Quetta,Operations,3 Months,Paid,Yes,13,19,78.4,Enrolled
INT0722,Intern_722,20,Male,PhD,Faisalabad,Sales,1 Month,Unpaid,Yes,14,43,86.0,Completed
INT0723,Intern_723,26,Male,PhD,Karachi,Engineering,3 Months,Paid,No,0,12,89.3,Completed
INT0724,Intern_724,28,Female,PhD,Quetta,Design,1 Month,Unpaid,Yes,14,49,83.5,Dropped
INT0725,Intern_725,28,Male,Undergraduate,Islamabad,Legal,3 Months,Paid,No,0,17,93.6,Completed
INT0726,Intern_726,21,Male,Graduate,Lahore,Marketing,6 Months,Paid,Yes,20,31,73.0,Dropped
INT0727,Intern_727,20,Female,PhD,Faisalabad,Design,6 Months,Unpaid,No,0,9,56.8,Completed
INT0728,Intern_728,21,Male,Undergraduate,Peshawar,HR,1 Month,Unpaid,Yes,20,16,71.8,Dropped
INT0729,Intern_729,25,Female,Graduate,Islamabad,Sales,2 Months,Unpaid,Yes,0,8,58.3,Completed
INT0730,Intern_730,22,Female,Undergraduate,Bahawalpur,Finance,6 Months,Paid,No,0,19,78.5,Completed
INT0731,Intern_731,26,Male,Undergraduate,Faisalabad,Design,1 Month,Unpaid,No,0,48,78.9,Completed
INT0732,Intern_732,22,Female,Graduate,Bahawalpur,Sales,3 Months,Unpaid,Yes,1,34,51.0,Dropped
INT0733,Intern_733,20,Female,PhD,Faisalabad,Legal,3 Months,Unpaid,Yes,15,40,96.9,Completed
INT0734,Intern_734,26,Male,Undergraduate,Quetta,Data Science,6 Months,Paid,No,0,23,71.9,Completed
INT0735,Intern_735,25,Female,Undergraduate,Quetta,Sales,2 Months,Unpaid,No,0,44,82.6,Completed
INT0736,Intern_736,21,Male,Graduate,Lahore,Data Science,6 Months,Unpaid,Yes,5,13,57.8,Dropped
